name,id,bin_center,bin_min,bin_max,bin_width,bin_magnitude,count,mass_raw,mass_raw_error,selection_function,selection_function_error,binary_correction,binary_correction_error,mass_corrected,mass_corrected_error,break_mass,break_mass_err,n_bins_before_break,n_bins_after_break,low_slope,high_slope,distance_16,distance_50,distance_84,cst,class_50,a_v_50,distance_50.1,kind,age_16,age,age_84,age_err_low,age_err_high
IC_4756,4301,0.2730780172634121,0.25,0.2982864140500654,0.0482864140500654,20.35117171076047,25,517.7439760608214,103.54879521216428,0.0342867217355665,0.1564472327643472,309.1564749140157,74.30308906287088,15409.578733241267,68968.06688395675,0.6268123596508872,0.090440356023187,5,8,-0.5010008873637609,-1.812144513064442,466.503293711442,466.754053431941,467.005082879393,37.5451336661724,0.993589818477631,0.359930843114853,466.754053431941,o,8.972999999999999,8.987,8.992,0.014000000000001123,0.005000000000000782
Melotte_186,4431,0.1729831224232094,0.1516995462081208,0.1972528026038432,0.0455532563957224,20.19374600146099,6,131.7139645929553,53.77200087529178,0.0796935553047625,0.1525679111933177,168.5251803210318,59.39618947783966,1821.2807148088243,3235.7766569472656,0.6829064492885752,0.0610935858969302,6,8,-0.6172384572904326,-2.761864658326906,540.235279397053,540.834285377196,541.434621172186,25.6826517596911,0.996123403310776,0.409266710281372,540.834285377196,o,,7.57,,0.019999999999999574,0.019000000000000128
ASCC_113,59,0.3059965184399517,0.2760888278142814,0.339143999554944,0.0630551717406626,20.065623613489453,33,523.3512032244482,91.103750698906,0.2562683613048572,0.1573994785229545,243.1993276067633,63.93475665737222,2285.399155005156,1305.287088800642,0.6707605877103247,0.0823198944399037,4,9,-0.9496356908949688,-2.444831395274172,557.084683742845,557.418698016513,557.753113063961,32.2741278152068,0.998816311359406,0.108024314045906,557.418698016513,o,8.522,8.629,8.677,0.10699999999999932,0.04800000000000004
Theia_759,5649,0.3720454294775596,0.3335518381238124,0.4149813785279215,0.0814295404041091,20.084215017602222,9,110.52500057517008,36.84166685839003,0.1576908014803693,0.167292938607259,56.77240466702726,26.25769413123546,757.6693468956403,779.8582703881116,0.8565571813139135,0.1128551894978537,4,7,-0.6925250728778222,-3.444487837544444,713.124459706717,714.274838937614,715.428935641972,17.384642455753,0.983438044786453,0.161462515592575,714.274838937614,o,8.13346481323242,8.38712215423584,8.6311502456665,0.25365734100341975,0.2440280914306605
ASCC_79,40,0.2997019833001162,0.2697488244434444,0.3329811686087814,0.063232344165337,19.362898287239613,3,47.44407375054348,27.391848751328737,0.1883685185767036,0.1560827914792296,85.71088555505035,38.16505323281788,337.5792662644536,257.2114582842189,0.653547289351412,0.0511249198396742,4,14,0.9400950674115408,-2.897508458711876,814.722235142254,816.380555518953,818.045640496618,22.3510979611766,0.973008781671524,0.62529668211937,816.380555518953,o,,7.27,,0.019999999999999574,0.019000000000000128
HSC_1865,3293,0.2880312204873459,0.2595314100620062,0.3196606682621157,0.0601292582001095,19.503471491278297,12,199.57006554220447,57.61091553149151,0.4168346047593316,0.1598767367615874,128.74563136271524,46.29347535717076,607.5208176441674,234.4497373074801,0.617191787729388,0.0897701565351473,4,12,-0.8607681574107072,-2.665007059780365,860.21995865389,861.83612540616,863.458376443162,22.5810464504781,0.997184753417969,0.161208316683769,861.83612540616,o,6.68609094619751,6.884605884552,7.05566549301148,0.1985149383544904,0.17105960845947976
Alessi_37,87,0.3772678272582825,0.3438435778202819,0.4139411716992371,0.0700975938789551,20.07985932406902,17,242.51902325428856,58.819502888179855,0.2156735297726966,0.1476731654910152,170.2275216913272,47.07356099400804,1294.7003464736963,818.164784435685,0.7490031158929864,0.0446518281446203,4,10,0.5439504977546429,-2.7706172186201714,713.134780990185,713.71222824741,714.290611416228,28.3538811140296,0.997253775596619,0.411441326141357,713.71222824741,o,8.077,8.125,8.17,0.04800000000000004,0.04499999999999993
FSR_1197,1639,0.4534161064800127,0.4107197857935794,0.5005509175027137,0.0898311317091343,19.535697362753822,14,155.84797534701912,41.65212344078122,0.4984770610085146,0.1652814012235178,60.60234895696912,25.75633617531293,373.25058803884144,135.61717335430893,0.7735157417533773,0.114287346467915,3,9,-0.6700524941264063,-2.944340733511988,826.377300748545,828.003422456245,829.635956453797,15.5801440624106,0.99953705072403,0.141187831759453,828.003422456245,o,,9.0,,0.019999999999999574,0.019000000000000128
Ruprecht_91,5268,0.4121455237851177,0.3812762740249025,0.4455140388961488,0.0642377648712463,20.379193787481288,18,280.2090022291084,66.04589520857297,0.0332189040395518,0.1669354514542948,232.94142306520823,56.26910518284149,8668.168602609701,42436.31032432918,0.6883899112961245,0.038154067303492,4,12,0.4229576138742312,-2.793511662155285,1030.18338418852,1031.48464317665,1032.78919364962,22.8122042234348,0.998647779226303,0.116329222917557,1031.48464317665,o,,8.14,,0.019999999999999574,0.019000000000000128
UPK_599,7127,0.2004508893224568,0.1696656876767676,0.236821950155958,0.0671562624791904,20.125301658644,20,297.8128809088708,66.59298462872844,0.2554394084878653,0.1976885069052865,86.01247393817012,35.83757643479471,1251.8971065085532,939.8866977689704,0.6683480261761147,0.0939248310650211,4,6,-0.4773628715520657,-2.6286675427125,662.369805463637,664.101687371729,665.842649639385,15.7991588044378,0.949227869510651,0.189155906438828,664.101687371729,o,,7.29,,0.019999999999999574,0.019000000000000128
NGC_2396,4560,0.5407264903356287,0.494326725640064,0.5914815489130203,0.0971548232729562,19.913364743070385,9,92.63564789485046,30.878549298283488,0.2486060507439675,0.1533511990702175,83.90510568253816,30.66983713254092,456.52535212317423,263.05579387712424,0.8651479517078574,0.0778794587847738,3,9,0.2204885595693148,-3.0195905728295447,1378.84472045517,1382.85562263461,1386.88992740434,21.6376974306501,0.999333947896957,0.257386669516563,1382.85562263461,o,7.882000000000001,7.89,7.902,0.007999999999999119,0.012000000000000455
NGC_1545,4478,0.3949405533458326,0.3631649018741874,0.429496462549535,0.0663315606753475,20.195739036595988,4,60.30311904731979,30.15155952365989,0.1119974060560986,0.1640264043780412,106.96265741018348,39.76113660414183,645.3958334170849,834.2023779032146,0.6358338173640266,0.0608924382962883,3,13,2.1381171573232134,-2.917089932335633,695.26614647498,696.288010404289,697.312882513618,24.0740183791175,0.990916877985001,0.987116932868958,696.288010404289,o,7.999,8.019,8.033,0.020000000000000462,0.013999999999999346
UPK_166,7041,0.2364758994792017,0.2053861383563356,0.2722717875803155,0.0668856492239799,19.86212578069221,22,328.9195852211677,70.12589119254322,0.2298275425361496,0.162932432968469,208.33113075872137,61.08775947602633,1639.4893879090016,1061.2432880936144,0.9439497283098616,0.1376729641922826,5,7,-1.6724777684211165,-3.148182730148908,649.597192781227,650.238370920288,650.880816046315,23.3967043986749,0.998396039009094,0.183052524924278,650.238370920288,o,,7.43,,0.019999999999999574,0.019000000000000128
UPK_545,7114,0.1692008501224264,0.1550866171737173,0.18459960120275,0.0295129840290326,20.25908593790106,5,169.41695882332232,75.76556729404629,0.3700533960161865,0.0942647111846705,447.5854025919151,123.36289670763738,905.4030058004852,265.9666955442216,0.5832544193689092,0.0284140107446806,8,11,-0.2942910599257717,-3.232844230264837,333.905984935698,334.019147507193,334.132386807525,23.6349331334324,0.996338069438934,0.0856693089008331,334.019147507193,o,,7.9,,0.019999999999999574,0.019000000000000128
Mamajek_2,4415,0.1462835641080438,0.1254120232288228,0.1706286253679875,0.0452166021391646,19.907623643712675,9,199.04193535596505,66.34731178532166,0.244432574514976,0.0950206843168894,148.70604119606037,56.86633737163631,963.0080455460168,420.8504981381389,0.5425787420455535,0.0880838071767371,5,7,-0.9703840853235984,-2.522135925315637,204.278655528564,204.378581734276,204.478605748869,22.212200164668,0.8785040974617,0.746374070644379,204.378581734276,o,7.73071765899658,7.99414491653442,8.25039863586426,0.26342725753784,0.2562537193298393
OCSN_77,5109,0.3011490337826438,0.2680935565536554,0.3382801948470901,0.0701866382934346,19.960881971206447,12,170.97271349328165,49.35557107971346,0.5072257014988607,0.1499851490790294,119.3710198227325,42.08968049475005,456.4452512507819,145.5138271900698,0.6271367986448525,0.0550260007428446,4,8,-0.2660185037442912,-2.72046081654481,530.471970002391,531.035318183758,531.599864160973,20.7552012039976,0.989763647317886,0.12774783372879,531.035318183758,o,7.85204553604126,8.11907434463501,8.39881134033203,0.26702880859375,0.2797369956970197
CWNU_1024,569,0.1780153281084979,0.1625336774687468,0.1949716362485531,0.0324379587798062,19.75890730473095,10,308.28080360670947,97.48694983042527,0.6798465560035528,0.1105891872635804,232.7156773354352,89.68325008758326,686.1721240650093,184.5164212062243,0.6539905386041872,0.0491423818700924,8,9,-0.3064198758895806,-2.9780490826875727,394.674488068004,394.9051572808231,395.13609628256,19.7755507116035,0.986861824989319,0.173434272408485,394.9051572808231,m,7.21377515792847,7.51102209091187,7.781575202941889,0.2972469329833993,0.2705531120300195
NGC_2447,4573,0.4280817298034667,0.4024505306585658,0.4553453242853311,0.0528947936267653,20.200969696446244,10,189.054523410408,59.784289593451305,0.0604911710318314,0.1635382976714527,444.4671845378692,89.21671050779914,3569.7914291441484,8507.408380636865,0.688546405015824,0.0785732574014045,4,11,-0.4374027179011534,-2.403576775035857,970.11817694923,970.911557095697,971.706235985493,99.0,0.998974621295929,0.0674629509449005,970.911557095697,o,8.742,8.747,8.753,0.004999999999999005,0.006000000000000227
NGC_1980,4503,0.1719890555746436,0.159063685270527,0.1859647297065283,0.0269010444360013,19.128506072164267,7,260.2129451387395,98.35124867954264,0.7949005113745984,0.1132469004815269,239.59127273984043,97.00051024693376,566.944119310238,163.98980012721597,0.5975771985626425,0.0334017119910852,8,14,0.0999515129391204,-3.062352750158749,378.028425181114,378.28197177289104,378.535858704262,23.0287531902792,0.895485013723373,0.50961646437645,378.28197177289104,o,,7.12,,0.019999999999999574,0.019000000000000128
UPK_569,7120,0.1297092293599233,0.108994935530553,0.1543602379252659,0.0453653023947128,19.747641338794505,8,176.34622889524414,62.34780714425112,0.7105379131315076,0.0558046488466372,100.42648993145345,48.65012279674742,348.6134277938468,102.20751879828796,0.5866509560515523,0.0792009327853257,5,7,-0.4563701052870348,-2.5634716612507624,245.485812564964,245.606624391122,245.727555186956,18.3082748174164,0.99327689409256,0.618763536214829,245.606624391122,m,7.1467342376709,7.43425035476685,7.62388181686401,0.28751611709594993,0.18963146209715998
Alessi_12,75,0.261673252919281,0.2395816042189218,0.2858019567762379,0.0462203525573159,20.31486138780624,10,216.35490528981583,68.41742836658302,0.0705230993543727,0.1729550121825347,219.6692783070216,71.27614635454623,3287.527997939441,7586.421413346177,0.7047561512566182,0.0579165668853699,6,10,-0.7516164805425546,-2.839443138431685,538.436632118123,538.850365840041,539.26473587537,28.8324703612665,0.996789366006851,0.136983379721642,538.850365840041,o,8.067,8.089,8.105,0.02200000000000024,0.016000000000000014
ASCC_58,25,0.1967959468411635,0.1761303367996799,0.2198862807896499,0.04375594398997,20.28824037649696,2,45.70807569500618,32.32049027892689,0.083614565431259,0.1724290606915553,124.37351093369293,55.25175318146912,671.0255859550425,1193.0098093985932,0.9301739786356604,0.0978014680843383,8,8,-0.8154135484440505,-3.440294503002122,471.106093181106,471.438096675853,471.770568447521,19.4318496562958,0.996866464614868,0.127982422709465,471.438096675853,o,7.745,7.826,7.887,0.08099999999999952,0.06099999999999994
BH_164,161,0.127008487248726,0.1133322665651565,0.1423350676917394,0.0290028011265829,20.41065220493026,28,965.4239905240122,182.4479849044367,0.0251555117640359,0.1470626505303691,455.5806418983336,130.23029988279652,38833.80961930478,224481.7443847549,1.4457064424164423,0.1429112374190277,11,8,-1.7523745227431613,-3.732885657850988,411.923487450435,412.229125355034,412.5352171492231,26.3401196936731,0.993402004241943,0.203009486198425,412.229125355034,o,7.605,7.81,7.892,0.20499999999999918,0.08200000000000074
UPK_640,7143,0.0992268185857092,0.0899999999999999,0.1093995725182361,0.0193995725182361,18.927961283634087,22,1134.0456074132262,241.7793358804332,0.4703799028287124,0.0651360651130791,551.162025980554,169.02149987632816,2962.076269113484,635.7913093729045,0.4311532520758449,0.0229946185770442,8,13,-0.5194553871090785,-2.8117153543828324,173.816410307343,173.862579778157,173.908773782746,22.7017380667686,0.994458079338074,0.243651792407036,173.862579778157,o,,7.4,,0.019999999999999574,0.019000000000000128
Platais_9,5198,0.1053665849950613,0.0899999999999999,0.1233568581502387,0.0333568581502387,19.63599407833264,15,449.68263894759633,116.1075581148429,0.6895938089482672,0.0610197117660118,209.1739846494933,80.40231682521105,861.271832850058,195.3018355723877,0.4539527369336732,0.0452183397405356,5,8,-0.5422037845448481,-2.5968004237744498,185.197527771035,185.258225861858,185.318879396771,20.7017442348914,0.952157527208328,0.0931283831596375,185.258225861858,o,7.871,7.894,7.947,0.022999999999999687,0.052999999999999936
Alessi_3,69,0.2011164301449215,0.1726932398679868,0.2342177291083133,0.0615244892403265,19.97571110975964,8,130.0295231830443,45.972378798592,0.6731794192913733,0.0943900342206633,119.34506748387886,46.20163399448491,312.50237362957284,86.78612042232662,0.5479495747081525,0.0746855299400756,4,5,-0.2699176470761015,-2.0029015232185934,276.472159169827,276.579168115443,276.686259929064,17.9498956808545,0.994145274162293,0.107687294483185,276.579168115443,o,,8.8,,0.019999999999999574,0.019000000000000128
NGC_6633,4780,0.2536387647644783,0.2279141620577058,0.2822668956173154,0.0543527335596096,20.17238154034059,17,312.7717574932231,75.85829369733123,0.1258173863847187,0.168010248376925,249.6104504918627,70.24071882464028,2735.528863522982,3374.611632427509,0.5967193368056661,0.107099352476437,4,8,-0.662888200297327,-1.8633012739396504,389.326616067471,389.528090081518,389.729772726538,31.4629404849237,0.995427668094635,0.387205123901367,389.528090081518,o,8.856,8.888,8.894,0.03200000000000003,0.006000000000000227
NGC_2323,4545,0.4813856108563478,0.4513630572217222,0.5134051239503763,0.062042066728654,19.943646043541115,15,241.7714430050129,62.42511815646338,0.2885207134921702,0.1714834781065213,305.8600636111036,69.91779219949493,1143.8291649580474,547.4993246088699,0.7481593938312213,0.0265027396136238,4,14,1.506153601058814,-2.7008119022381605,955.596288539681,956.502448642743,957.41032893984,31.869704066801,0.99967697262764,0.583438545465469,956.502448642743,o,7.957000000000001,7.975,7.985,0.017999999999998906,0.010000000000000675
IC_2602,4293,0.1010521810659514,0.0899999999999999,0.1134615922020647,0.0234615922020648,19.01364558234024,26,1108.1941829042532,217.3347601338,0.7584571355783087,0.0670720449267748,476.5016407753988,129.45139851805786,1937.6180716456504,339.9453994188248,0.2865239952580092,0.0168954777639834,5,13,0.2030204386427486,-2.162369666539528,150.523011934279,150.551419566163,150.579837922597,29.9756857540972,0.999614417552948,0.114341735839844,150.551419566163,o,7.533,7.547000000000001,7.563,0.014000000000000234,0.015999999999999126
NGC_5460,4658,0.3689349150015704,0.3318782956050605,0.4101291747900024,0.0782508791849419,20.0359297747164,12,153.3529095773942,44.26917181276044,0.1687455496241919,0.1789319635250164,116.99651568471428,41.293889340992415,1025.7784653060332,999.5663951529,0.6413696511802084,0.0911220953640571,3,9,0.0894434085777878,-2.238581451539652,710.54674709183,711.485764280616,712.427266654507,22.6096096557812,0.99626350402832,0.183473721146584,711.485764280616,o,8.02,8.11,8.238999999999999,0.08999999999999986,0.12899999999999956
UPK_467,7100,0.3029668495187136,0.2674359387023702,0.3432183137115572,0.075782375009187,20.084440197399616,9,118.7611235318099,39.58704117726997,0.2642218922727688,0.1698877547298049,83.99830959478071,34.83830958835472,533.4732660802454,327.3875280221041,0.6478115865937245,0.0856298879216633,4,6,-0.6190840815672404,-2.670720695811417,576.698156400065,577.574115042884,578.452738756786,18.2274360954175,0.998791456222534,0.101108372211456,577.574115042884,o,,8.07,,0.019999999999999574,0.019000000000000128
UBC_54,6092,0.5412640580809719,0.5022192039688969,0.5833444405451799,0.081125236576283,19.89179816265561,11,135.59282492392575,40.88277495791015,0.1155930924824877,0.1603852261981175,122.9341742958886,39.344569417338846,1295.9525788728567,1666.010668799779,0.8961281471404113,0.0925909200003573,4,9,-1.0217238804246718,-2.997351123757826,1051.62282352274,1053.68405356151,1055.75337968402,23.0072656902836,0.999136090278626,0.974035352468491,1053.68405356151,o,,8.4,,0.019999999999999574,0.019000000000000128
BH_23,132,0.1201483241938367,0.1054482332153215,0.1368976925114552,0.0314494592961336,20.22533062132516,8,254.37639244193616,89.93563603473176,0.1228898290137815,0.1679710515077341,209.8796210913572,80.90530134749078,2279.834429258672,2923.5401037963184,0.3048178847380118,0.0309538667972651,4,13,0.1498154664362868,-2.2724203117459103,427.133003864599,427.453151256051,427.773778925219,27.4459045804527,0.998673677444458,0.111524060368538,427.453151256051,o,,7.46,,0.019999999999999574,0.019000000000000128
Trumpler_3,6044,0.3255556364539576,0.3030880069911991,0.349688770199406,0.0466007632082068,19.983996511643586,16,343.34201627801343,85.83550406950336,0.3887039824202675,0.1670485628880892,368.3773716316186,86.31846029524517,1251.676827788956,447.5648729510644,0.7201191189254678,0.03404266581546,6,17,-0.3461033617348663,-3.078188192263852,661.362186827804,661.991892624352,662.622798693028,36.3135842063323,0.998814880847931,0.785509049892426,661.991892624352,o,,7.67,,0.019999999999999574,0.019000000000000128
Harvard_10,4263,0.3291240743005066,0.3038570032463246,0.35649221550557,0.0526352122592453,20.224750457616512,19,360.9750808340788,82.81336307853556,0.0061625126566805,0.1555600157512283,215.55744648284613,72.66538280848523,58791.51516768272,1478691.198433434,0.5717871995515119,0.0684657189417924,4,13,0.2488388482963571,-2.6318498610711183,673.274279823378,674.025301600875,674.778000744036,21.345001804438,0.999593675136566,0.283437728881836,674.025301600875,o,7.86,7.899,7.971,0.0389999999999997,0.07200000000000006
NGC_3228,4618,0.1846570667618991,0.1560824704765476,0.2184629202818258,0.0623804498052782,20.02734327741525,10,160.3066350309303,50.69340907350766,0.1595464611943616,0.1689370161902867,104.48786471316036,44.03526098849332,1109.2524569885268,1111.208141005308,0.6623054035533049,0.1362591433787804,4,8,-0.8650160583863267,-2.3574304413288245,476.626955397824,477.123688469376,477.6214579958,21.3796378240821,0.989638686180115,0.102207884192467,477.123688469376,o,7.415,7.424,7.457999999999999,0.009000000000000341,0.03399999999999892
Platais_3,5195,0.1197029277483054,0.1023332803285328,0.1400208306184909,0.037687550289958,20.26645168562531,8,212.2716902120226,75.04937580142564,0.5196159582298975,0.1215604881142248,137.32678734124727,62.5490020718832,545.843282745158,184.1375379886857,0.5416633664082651,0.0614543242455303,5,6,-0.4622943529472396,-2.71001975787445,177.144012310619,177.211157163055,177.278352936102,21.5497028820477,0.995166599750519,0.100738599896431,177.211157163055,m,8.222000000000001,8.318999999999999,8.519,0.09699999999999775,0.20000000000000107
NGC_2437,4571,0.5434231487357825,0.5220240649359936,0.565699434983176,0.0436753700471823,20.210279316087703,9,206.0657984185899,68.6885994728633,0.0793828233433104,0.1378857639901547,1023.689094143906,171.34849608400353,3619.5377896155696,4594.388910523427,1.2283753051090132,0.0671623025952302,11,11,-1.6220226392513557,-3.116546825488943,1552.85515168935,1554.53783048947,1556.22415995771,99.0,0.999769896268845,0.271690860390663,1554.53783048947,o,,8.48,,0.019999999999999574,0.019000000000000128
UPK_422,7088,0.1296014348978394,0.1131965335328532,0.1483838011939122,0.0351872676610589,19.55592566693184,7,198.9355941878592,75.1905870199917,0.8460333995918388,0.0822809623300917,189.7812776970717,72.86743410517441,424.9204510250206,117.18046852241646,0.5150184351770967,0.0462461257451033,6,7,-0.2281670665097035,-2.8964643816737774,291.561258231668,291.749408379325,291.937801517685,16.4509169655338,0.985023200511932,0.276400476694107,291.749408379325,o,,7.29,,0.019999999999999574,0.019000000000000128
NGC_2451B,4873,0.1608454859039202,0.1451874886123612,0.1781921471535498,0.0330046585411885,19.775493465518675,26,787.7675803721153,154.493933249738,0.6803300189608846,0.0952945350010313,501.98674874614375,134.7400696529062,1659.9065206464452,309.8857994232975,0.3872736298050602,0.0196371376575854,5,15,0.0275362073726457,-2.558959864959921,367.386270755458,367.535051259328,367.683952315369,28.6135636632322,0.974244922399521,0.181459948420525,367.535051259328,o,7.576,7.592,7.604,0.016000000000000014,0.012000000000000455
Stock_10,5366,0.2900305680355419,0.2607856387788779,0.3225550716247192,0.0617694328458413,19.286718955740444,25,404.730929979441,80.9461859958882,0.3360094673098985,0.1253461339179616,169.57188194523246,55.95966326949623,1374.0942819232105,512.9056163161254,0.6715510027349015,0.1063796036573915,4,9,-1.582931465162407,-3.013628423542262,353.259613245393,353.538950834145,353.81873054102,25.1148298725534,0.996333748102188,0.285862162709236,353.538950834145,o,8.023,8.06,8.246,0.03700000000000081,0.18599999999999994
OC_0450,5015,0.1238349954174877,0.1094052135298529,0.1401679645354814,0.0307627510056284,20.031351759338097,8,260.054765535641,91.94324409506471,0.3947365342403852,0.1449308240641709,270.54502251192935,99.82154908214522,929.350942354337,350.3232607466196,0.2965437390737226,0.0210878785739159,4,11,0.7870964673063328,-2.09982452522486,323.499019510644,323.632995078368,323.767081662747,20.7864190125616,0.998258084058762,0.1037967056036,323.632995078368,o,7.04045915603638,7.33745622634888,7.55690813064575,0.2969970703125,0.21945190429687056
CWNU_1069,584,0.1408175356928319,0.1180551614376437,0.1679687539038764,0.0499135924662326,20.001189872166595,5,100.17311423501678,44.79877858946987,0.4593441348513242,0.1264879926736058,76.91162636363615,40.65753105215112,294.990201085048,121.53548798229176,0.6498576270473142,0.0753835764201932,5,6,-0.2283213612923766,-2.667813417495989,398.387415802022,398.687755397471,398.988548179561,15.0529190514476,0.981598734855652,0.138181567192078,398.687755397471,m,6.93522071838379,7.21264863014221,7.41775321960449,0.2774279117584202,0.20510458946228027
ASCC_105,53,0.327606770101534,0.2899440104050405,0.3701617966393886,0.0802177862343481,19.74237025288913,9,112.19456958968443,37.39818986322816,0.1605115954781657,0.1511834876813257,72.42394553674748,31.714880429123266,771.4050331987053,699.0920252021414,0.6924063271937144,0.124858758652776,4,7,-1.190438264855748,-2.646897790280655,552.835468266904,553.359010372764,553.883545020425,18.4251250713009,0.999120831489563,0.295993611216545,553.359010372764,o,7.966,7.994,8.013,0.02799999999999958,0.019000000000000128
Roslund_6,5216,0.2107429409697163,0.1885585649234923,0.2355373630817871,0.0469787981582947,20.06681516530125,17,361.8653662173009,87.7652427745146,0.2786569344528706,0.1667852648093641,286.3523379728601,75.96647280067647,1584.9576173562923,842.0800913703403,0.6030057093398847,0.0832425198156545,5,8,-1.074267693038343,-2.3398265104718483,349.906334515898,350.057510412645,350.208816995966,27.2764240716371,0.997711330652237,0.0702055245637894,350.057510412645,o,7.96,7.976,8.025,0.016000000000000014,0.04900000000000038
ASCC_11,6,0.5120135923743634,0.4721510071557155,0.5552416807397406,0.083090673584025,19.46607071333357,12,144.42054062619994,41.69061900352391,0.3533522405954499,0.166741139341978,125.62764693272754,37.47775659017557,534.3431552391992,229.17817275554145,0.7407526352406116,0.0370061160626295,3,10,0.6832566048994544,-3.111413214420585,824.70038138279,825.935272203655,827.173866774967,27.8934882060186,0.999091982841492,0.728987812995911,825.935272203655,o,,8.39,,0.019999999999999574,0.019000000000000128
ASCC_99,49,0.173416826201149,0.1508609517696769,0.1993451271313289,0.0484841753616519,20.227312003957337,4,82.50114537709057,41.25057268854528,0.0067644813137065,0.1716527347508319,79.07687003808006,41.36709237301203,12275.30323996282,309546.57012895186,0.7130869507073402,0.1407011178581269,6,6,-1.1151637934988576,-2.4801138498095203,298.753334213372,298.963161952307,299.173284641083,19.2453395349149,0.991109371185303,0.690838068723679,298.963161952307,o,,8.55,,0.019999999999999574,0.019000000000000128
Melotte_20,4422,0.1000432423229484,0.0899999999999999,0.1112072259387575,0.0212072259387575,19.95700109831043,20,943.0747829893533,210.8779322630056,0.5498968642046425,0.082944995810377,665.0456606457939,201.1990549778693,2380.048680991061,504.4418249911952,0.4611403869808919,0.0256285816719258,8,12,-0.3596517203404353,-2.416949876008725,173.545112729975,173.581145371544,173.617192978916,99.0,0.997192442417145,0.242330834269524,173.581145371544,o,7.933,7.938,7.944,0.004999999999999893,0.006000000000000227
TRSG_4,5379,0.1673131855595002,0.1468084567971797,0.1906818086150303,0.0438733518178506,20.197281166249464,13,296.3074272048377,82.18089400675814,0.4152996451142681,0.1398600888843029,208.583573513942,70.33861321089249,922.0622164424952,319.1216951119074,0.6514915364628924,0.0666699044015861,6,7,-0.8753102397622977,-3.0741604601097707,322.258605142028,322.420769209562,322.583096564742,25.173641165306,0.997940689325333,0.0618157088756561,322.420769209562,o,,,,0.019999999999999574,0.019000000000000128
Haffner_13,4249,0.1733016822423612,0.1572609229122912,0.1909786138339202,0.033717690921629,20.17692953644523,27,800.7665786710252,154.107599917924,0.1544713859432889,0.1673084534693321,478.4250172649272,125.87003560933402,5662.340302164427,5704.048236478236,0.675071708836264,0.0653635118158794,7,13,-1.3286655789636332,-2.810516245673357,552.01240478687,552.492264773581,552.972959763082,34.5926081418172,0.997724860906601,0.106013566255569,552.492264773581,o,7.474,7.497000000000001,7.513999999999999,0.023000000000000576,0.016999999999998572
HSC_2636,3908,0.1029909584220653,0.0899999999999999,0.11785708351884,0.02785708351884,18.355789852832075,19,682.0527348869854,156.47362871252145,0.8904566129618927,0.0651171012445213,266.8857666266807,99.02357856622912,1032.844180499647,209.33620684061896,0.4898729312990489,0.0385309980580851,6,11,-0.5486044450619192,-3.1306494475925253,133.845305435876,133.878719682508,133.912150615352,20.2275210957807,0.999574422836304,0.30342024564743,133.878719682508,o,6.7460823059082,6.9930112361908,7.21850252151489,0.24692893028260077,0.22549128532408957
NGC_2422,4566,0.2345105153997519,0.2184292266326633,0.2517757475996734,0.0333465209670101,20.23581229415357,23,689.7271239405745,143.81804710774028,0.1441449676632569,0.1739689679099335,648.34349650414,132.81596057942977,5433.298081612339,5862.034421873796,0.6359416560309387,0.0456957965324712,8,14,-1.167765763591073,-2.7820554321504907,468.024873362386,468.2720692265351,468.519526350671,99.0,0.99773383140564,0.159026920795441,468.2720692265351,o,8.087,8.104,8.12,0.01699999999999946,0.016000000000000014
NGC_2287,4537,0.3889028325033757,0.3622129287708771,0.4175593997773093,0.0553464710064322,19.782403087558023,24,433.6319834594471,88.51475796888668,0.5144379421675697,0.1535229015562798,445.3331639654957,90.11536270632972,1288.2569608229962,317.8119230232038,0.6363903400208122,0.0258246025329406,4,14,0.266176433084164,-2.5375474344764,714.566111987451,715.056805470332,715.548173336024,99.0,0.999456346035004,0.0857775807380676,715.056805470332,o,8.351,8.486,8.503,0.1349999999999998,0.01699999999999946
HSC_2468,3776,0.1041264841557615,0.0899999999999999,0.1204702744737785,0.0304702744737785,17.43316096636259,16,525.1019321722526,131.27548304306316,0.818170464907975,0.1036833488831809,179.81431710940583,79.29540368441472,821.6144733046241,196.58835036867623,0.4250764394153135,0.048185104437584,5,9,-0.4983694463222488,-2.85927250607167,108.957994274451,108.97627790857,108.994508348521,15.354848957148,0.999832153320313,0.194558754563332,108.97627790857,m,6.64720296859741,6.92367339134216,7.09269380569458,0.2764704227447501,0.16902041435241966
Collinder_135,1323,0.1483253168592546,0.1249221286573657,0.1761129101613421,0.0511907815039764,19.50554648708055,11,214.8824393146944,64.7894932039232,0.6667807603659418,0.142211185185791,142.75092440590103,49.69811426355952,465.01943016896905,128.97962370014363,0.5954409581681187,0.0849270263733892,5,5,-0.4255366197634157,-2.319899961746956,295.733261990273,295.866653781977,296.000165961894,16.1095664320078,0.993797034025192,0.107396796345711,295.866653781977,o,,7.42,,0.019999999999999574,0.019000000000000128
NGC_2099,4505,0.5686340320711106,0.5448656409025903,0.5934392594361728,0.0485736185335825,19.977740853714707,8,164.69845651851128,58.22969772759853,0.0364112373462931,0.148562051282914,851.0792740594071,148.17770572763678,5374.3657241222845,18525.282455309232,0.9491927226475512,0.0732611863316827,7,13,-1.404128827929219,-2.567190912506299,1400.12979882753,1401.57351157272,1403.02020469573,99.0,0.999797075986862,0.618323564529419,1401.57351157272,o,,8.65,,0.019999999999999574,0.019000000000000128
