name,id,bin_center,bin_min,bin_max,bin_width,bin_magnitude,count,mass_raw,mass_raw_error,selection_function,selection_function_error,binary_correction,binary_correction_error,mass_corrected,mass_corrected_error,break_mass,break_mass_err,n_bins_before_break,n_bins_after_break,low_slope,high_slope,distance_16,distance_50,distance_84,cst,class_50,a_v_50,distance_50.1,kind,age_16,age,age_84,age_err_low,age_err_high
NGC_6178,4694,0.3400779998427427,0.3005150449744974,0.3848494373612979,0.0843343923868005,19.543787201001265,8,94.8604688263825,33.538240386835085,0.0851145659071367,0.1642098309500088,62.97291165218626,29.346922663415043,1177.4762615239215,2186.192777424002,0.7142536164919929,0.0628417681860746,4,10,0.3418479636211709,-2.5661490286310293,876.400537919121,878.322760573522,880.253433843264,19.0090111827756,0.993161648511887,0.786038935184479,878.322760573522,o,,7.22,,0.019999999999999574,0.019000000000000128
NGC_2548,4591,0.3622386490053165,0.3364435193309331,0.3900114916588101,0.053567972327877,20.28050128302332,12,224.01445263880456,64.66740226669025,0.0606326559422678,0.1400154101029104,365.1902274788845,89.85428065881203,4059.80741284683,8598.635881278782,0.6128104002668188,0.0744282684363738,4,11,-0.5848645803824672,-2.2889829860945143,746.393236120222,747.083521102862,747.775084056459,99.0,0.999353289604187,0.0961036682128906,747.083521102862,o,,8.59,,0.019999999999999574,0.019000000000000128
OC_0370,4992,0.4568874197442517,0.4087258708130813,0.5107240065457563,0.101998135732675,19.60374649297257,12,117.64920911349373,33.96240127581108,0.301087392064701,0.1649223846902336,59.579928189987065,25.43513727344079,450.3276387025945,243.2720635971371,0.7941947089241412,0.1160377542735155,3,7,-0.8143816226791806,-2.9347791639853926,850.617584560121,852.422820954779,854.235736027645,15.1528153116068,0.99980103969574,0.189005389809608,852.422820954779,o,7.94289207458496,8.20151090621948,8.46281433105469,0.2586188316345206,0.26130342483520863
OC_0395,5000,0.3393913560684394,0.2957612485168517,0.3894576897805163,0.0936964412636646,19.346582139839946,7,74.70934760800344,28.23747919752219,0.3995730752427922,0.1676750445832986,60.20416055964797,24.82185177787748,247.1770880087957,108.47255786457356,0.7749238032980262,0.1169629183805899,4,6,-0.4834667231650148,-2.524059122196477,794.666118666622,796.126064726781,797.59138503281,16.6563572825859,0.999732822179794,0.159889549016953,796.126064726781,o,6.96588134765625,7.18039560317993,7.37392282485962,0.21451425552367986,0.19352722167969016
UBC_26,6080,0.2542684215611526,0.2289386784578457,0.2824006438698141,0.0534619654119684,20.153441614746736,30,561.1465977508558,102.4508832184738,0.0868277181450981,0.1600520396738287,226.70682258492107,64.71763915551807,6689.465602138719,11971.455932254144,0.6944211763157593,0.1090996780226617,5,12,-1.4098907474402689,-2.6861889729063733,593.028178472288,593.520698060618,594.014036420076,29.4021870747152,0.987519472837448,0.871325254440308,593.520698060618,o,,7.55,,0.019999999999999574,0.019000000000000128
Alessi_62,94,0.3970670610132423,0.3609881548454845,0.4367518679641409,0.0757637131186563,19.98218948082189,13,171.5860992668115,47.58942146641099,0.1548218420599752,0.1629311959870358,121.5055850192674,40.87827819408618,1229.7865419164343,1206.8483942304968,0.679248538914516,0.064967708837416,3,8,0.6906253253499535,-2.7660923666902386,605.792814671549,606.343234465922,606.894655386298,25.1019339003784,0.995494604110718,0.865329891443253,606.343234465922,o,8.937000000000001,8.964,8.997,0.026999999999999247,0.032999999999999474
Theia_181,5529,0.2836026656143098,0.253904099260426,0.3167750035459081,0.0628709042854821,20.23985166262759,2,31.811217330650525,22.49392749230201,0.0745143321396044,0.1295832143884764,82.0983413048633,38.396477295667,509.01241833170207,802.3645809928406,0.7374701784435613,0.0845233646501334,5,7,-0.4889668282108044,-2.58387720028534,547.492545390152,548.033942720931,548.576411851526,19.165645645798,0.983852922916412,0.229867160320282,548.033942720931,o,7.81129741668701,8.05135774612427,8.27531909942627,0.2400603294372594,0.22396135330200018
NGC_7039,4838,0.23045838236134,0.2023729336493649,0.262441548100631,0.060068614451266,19.72744681571016,4,66.59051547202277,33.295257736011386,0.3018433055469403,0.1670597741608087,92.7227628277528,40.10303275206895,313.3356246944777,169.36513803350942,0.4574926323769506,0.0494292925250607,3,10,0.4992312366581734,-2.776204004429174,741.34004275426,742.595189446327,743.854593469484,17.3588696421262,0.990705251693726,0.263314083218575,742.595189446327,o,,7.34,,0.019999999999999574,0.019000000000000128
NGC_3532,4624,0.2434668819500765,0.230589725,0.2570631566800841,0.0264734316800841,20.50141196314548,60,2266.4232096943347,292.59397822013733,0.0170569350191341,0.1806581464133928,1572.1422331246367,279.97335055868854,134446.14375519793,1407436.589063244,1.1027588742676384,0.096934583002948,14,12,-1.975822387000581,-2.849205331435708,471.77554903684097,471.884919630786,471.994340946735,99.0,0.9979128241539,0.120137512683868,471.884919630786,o,8.597000000000001,8.601,8.607000000000001,0.0039999999999995595,0.006000000000000227
NGC_1039,4465,0.2599188573240066,0.2437464456920692,0.2771642975174487,0.0334178518253794,20.21546422004945,22,658.330766290965,140.3565909721717,0.1046773443150827,0.1544863271624551,571.2515603861146,137.59209334644024,6860.394360086544,9379.08698513034,0.544504099119121,0.0515541715706178,6,15,-1.0060776792695687,-2.784752859500651,489.383915548432,489.731769517474,490.080118347297,99.0,0.997925788164139,0.143492728471756,489.731769517474,o,8.078,8.101,8.207,0.023000000000001464,0.10599999999999987
NGC_2527,4586,0.341058231612124,0.3073072877827782,0.378515973993468,0.0712086862106897,20.13289982523709,13,182.56199758462128,50.633587941729616,0.0774462221594476,0.157677380360512,166.6609077022134,47.52614938484159,2523.9353168884923,4843.875478008145,0.7149533568207538,0.1303738290311758,4,6,-0.5527804438547834,-1.8643972934492272,623.181237202984,623.674110964122,624.167764969627,31.0223978338577,0.997016072273254,0.110194966197014,623.674110964122,o,8.908999999999999,8.919,8.943,0.010000000000001563,0.023999999999999133
Melotte_111,4430,0.1171875872487469,0.0996940024122412,0.1377508202388756,0.0380568178266344,19.55058608177705,12,315.3180083175973,91.02446849125072,0.817577170505681,0.0845052697148006,189.7747272281835,71.52139062047948,575.4484222539013,138.2018637566206,0.3996394873557861,0.0586027371475346,4,6,-0.219851151805233,-1.7722995610837875,85.2322211031994,85.2517926561765,85.2713731995016,21.8118415335458,0.988122642040253,0.0706822127103806,85.2517926561765,o,,8.81,,0.019999999999999574,0.019000000000000128
OC_0279,4963,0.1346665875798104,0.1143876279682968,0.1585406580457897,0.0441530300774929,19.679195287503617,6,135.89101335671427,55.47727389228057,0.2747985524771824,0.1517693027667463,79.43531701821578,44.58751885566582,573.9467041114859,342.544671175683,0.5485266876236136,0.0741714842140857,5,7,-0.2074560930457999,-2.493246920764425,280.423022436174,280.656710219604,280.890787810735,15.4515595578818,0.996699273586273,0.664074599742889,280.656710219604,o,6.97292137145996,7.22992444038391,7.42138051986694,0.2570030689239502,0.19145607948302956
UPK_185,7048,0.2983496265624369,0.2660309910141015,0.3345944746160317,0.0685634836019302,20.14230317559471,12,175.02027857379994,50.52400247411334,0.1069925150961551,0.1612943794946051,98.73903887998608,38.35873028284007,1734.5570063004889,2511.142336289967,0.6626011583661492,0.1261322012204952,4,7,-1.6137906141108052,-3.032837209458481,547.243202941928,547.809559931515,548.377090412322,21.7656420038853,0.998080104589462,0.265201330184937,547.809559931515,o,,7.85,,0.019999999999999574,0.019000000000000128
Teutsch_35,5400,0.2431799642802797,0.2178838284178418,0.2714129610112709,0.0535291325934291,20.312069685877464,7,130.76991277193366,49.42638116630652,0.1337308333110995,0.1720371068027434,182.2700328597222,59.22020938698018,1160.1291363599755,1312.467837117388,0.6261071020443559,0.0672422428404495,5,8,-0.914665499177294,-2.7604234043730136,489.537914377216,489.863676963786,490.189873395927,26.3482136955356,0.992964446544647,0.137634575366974,489.863676963786,o,7.888,7.9,7.937,0.012000000000000455,0.03699999999999992
Pozzo_1,5201,0.1028495285455862,0.0934807424682468,0.1131572690026768,0.01967652653443,20.28080979187503,1,50.82197806864932,50.82197806864932,0.1312015728345867,0.1664852986598557,169.96507683764406,90.18347321537162,557.3230708818427,632.2818064249884,0.4346165951449704,0.0216721425243369,8,17,0.6821732483801286,-2.806596460863004,346.717827303084,346.884458911568,347.051250762424,22.865509846663,0.994903385639191,0.354742661118507,346.884458911568,o,7.087000000000001,7.117000000000001,7.178,0.03000000000000025,0.060999999999999055
NGC_2301,4539,0.3859074065835319,0.3624740755745574,0.4108556624910823,0.0483815869165248,20.186695921395263,5,103.34510128050884,46.21733432096367,0.0626711925694429,0.1416506720813295,350.51213517639246,87.46341360336329,1999.5169975937947,3800.37737541717,0.6777001510370207,0.0333358287991599,5,15,0.4526246114381413,-3.0500251098863576,838.785636385975,839.605147865131,840.426262270812,32.8200036984334,0.998904317617416,0.122829392552376,839.605147865131,o,,8.33,,0.019999999999999574,0.019000000000000128
Trumpler_10,6048,0.142131784097429,0.1305200341449145,0.1547765765084676,0.0242565423635531,20.48739909313207,13,535.9378845161885,148.64242485283197,0.044840039646011,0.1732436904052889,880.9994301623808,207.4986493145128,12833.216438602623,46297.80395498921,0.6564070579885738,0.0292357242429517,9,14,-0.7426928098290343,-2.895211968818588,427.961720405854,428.136966500625,428.312356177279,28.4629485276817,0.993095815181732,0.0838848054409027,428.136966500625,o,7.721,7.74,7.751,0.019000000000000128,0.01100000000000012
Ruprecht_145,5301,0.36884448988862,0.3379080651810182,0.4026132304605277,0.0647051652795095,20.03390057236101,11,170.0018839683485,51.25749661604971,0.0314503601225867,0.1774353936919397,154.30940237127015,49.05913882193611,5559.712816059312,30539.549093570648,0.6997562877215918,0.0689409605964888,4,8,-0.0436514894482852,-2.45368734367049,590.316067724273,590.87730303456,591.439606534734,25.8599608939284,0.990821778774262,0.569390118122101,590.87730303456,o,,8.91,,0.019999999999999574,0.019000000000000128
Platais_10,5199,0.1386100131796893,0.1198694624482448,0.1602804864664258,0.040411024018181,20.305206349935343,6,148.47433703487889,60.61439427224473,0.1077020383201178,0.0669330455768965,103.22919882602528,48.531238811067965,1481.794909844191,1026.1981725204407,0.5199906014235498,0.0555938004883587,5,7,-0.552716407133182,-2.8180598083083206,238.592691605318,238.720661977303,238.848769698041,19.5657992842691,0.998408377170563,0.280244544148445,238.720661977303,o,7.888,7.962000000000001,8.055,0.07400000000000073,0.09299999999999908
UPK_168,7043,0.2930996987166906,0.2612225993359335,0.3288667734193145,0.0676441740833809,19.67869231394955,10,147.83239111876213,46.74870678841359,0.3706756284373544,0.1437789262550851,141.93669456819245,46.178678362993,540.7554454582212,204.86265540733032,0.6129000747881332,0.0464893349367134,4,10,-0.0553849240670754,-2.586042455970977,587.929550931174,588.52487065097,589.121397198326,22.613667922257,0.996943831443787,0.560677766799927,588.52487065097,o,,7.56,,0.019999999999999574,0.019000000000000128
NGC_225,4443,0.4465384179636018,0.4079777726687669,0.4887436818263243,0.0807659091575574,19.552352157668704,5,61.90730782521179,27.685789720235647,0.6007542387378583,0.1251714771982255,102.3147870707318,35.95006582875024,205.3640938143257,62.26753435914694,0.642046596400398,0.0220578140465064,3,10,2.889538638229193,-2.781923206497578,678.93536120377,679.644102466466,680.354324986791,23.3301115763773,0.992491036653519,0.764735877513886,679.644102466466,o,,8.46,,0.019999999999999574,0.019000000000000128
Collinder_394,1347,0.37396446353461,0.3513313874797479,0.398055582195286,0.046724194715538,20.118428440046262,14,299.6306321646317,80.07965486732428,0.0499582591279205,0.1697066470024689,416.5033647386512,89.23895547196813,6414.122925448582,20436.880433604467,0.698174823511762,0.0233409319636365,6,16,0.2606185384388475,-2.7470748647642367,702.998433347242,703.597028963705,704.196644844392,99.0,0.999338120222092,0.621231377124786,703.597028963705,o,7.954,7.968999999999999,8.032,0.01499999999999968,0.06300000000000061
