name,id,bin_center,bin_min,bin_max,bin_width,bin_magnitude,count,mass_raw,mass_raw_error,selection_function,selection_function_error,binary_correction,binary_correction_error,mass_corrected,mass_corrected_error,break_mass,break_mass_err,age_16,age,age_84,age_error
UPK_445,7094,0.463751188,0.416430031,0.5164497,0.100019668,18.08542026,15,149.9705035,38.7222175,0.833070718,0.10625618,25.7049443,16.97593969,205.7262801,54.55195248,0.53777841,0.083889652,,7.11,,
UPK_445,7094,0.575136623,0.5164497,0.640492453,0.124042753,17.54877362,15,120.9260486,31.2229715,0.849189063,0.093750291,16.10734968,11.55951827,158.5091467,41.62524608,0.53777841,0.083889652,,7.11,,
UPK_445,7094,0.713275013,0.640492453,0.794328242,0.153835789,16.76415178,14,91.00613099,24.32241159,0.866266883,0.087491024,9.984672657,8.346683802,115.0402079,31.1541399,0.53777841,0.083889652,,7.11,,
UPK_445,7094,0.88459198,0.794328242,0.985112867,0.190784625,15.84393462,2,10.48302506,7.412618104,0.870138151,0.087248724,3.978308009,4.596178897,16.02584902,9.754781519,0.53777841,0.083889652,,7.11,,
UPK_445,7094,1.097056475,0.985112867,1.221720831,0.236607964,15.05780839,3,12.67920126,7.320340258,0.8806612,0.085802351,3.22896992,3.841851449,17.62633551,9.264026094,0.53777841,0.083889652,,7.11,,
UPK_445,7094,1.36055146,1.221720831,1.515158151,0.293437319,14.14336391,2,6.815765641,4.819474104,0.886163987,0.086700499,2.075400638,2.670612763,9.766714824,6.105455739,0.53777841,0.083889652,,7.11,,
UPK_445,7094,1.687333621,1.515158151,1.879074305,0.363916154,12.72173338,6,16.48731427,6.730917864,0.895566042,0.088417452,1.860318626,2.335979243,20.27025546,8.077624161,0.53777841,0.083889652,,7.11,,
UPK_445,7094,2.092603501,1.879074305,2.330397155,0.45132285,11.5761413,1,2.215708778,2.215708778,0.886280926,0.088795456,0.434278921,1.042994161,2.934286213,2.720406205,0.53777841,0.083889652,,7.11,,
UPK_445,7094,2.595212564,2.330397155,2.890120356,0.559723201,11.09123674,0,0,0,0.890983754,0.088439629,0.166153556,0.560294141,0.166153556,8434135.408,0.53777841,0.083889652,,7.11,,
UPK_445,7094,3.218540086,2.890120356,3.584279895,0.69415954,10.48986606,0,0,0,0.887698937,0.09292484,0.159905603,0.504575102,0.159905603,8434135.408,0.53777841,0.083889652,,7.11,,
UPK_445,7094,3.991580662,3.584279895,4.44516518,0.860885284,9.744055996,2,2.323189903,1.642743335,0.861833761,0.114381788,0.188178382,0.508661886,2.88381414,2.004983006,0.53777841,0.083889652,,7.11,,
ASCC_127,64,0.147545965,0.127261129,0.17106411,0.043802981,19.59114963,7,159.806475,60.4011701,0.673793927,0.094415333,92.72563403,47.64786424,329.8997441,106.8211364,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.198330939,0.17106411,0.229943974,0.058879864,18.85969582,8,135.8698789,48.03725636,0.848749476,0.066989242,82.40538619,37.662416,242.4878165,69.1476278,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.266595981,0.229943974,0.309090149,0.079146175,18.16898413,12,151.6181931,43.7684023,0.888586927,0.05479088,67.76358706,30.76424465,238.392018,59.01951685,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.35835769,0.309090149,0.415478251,0.106388102,17.44945895,32,300.7855152,53.17186937,0.905338914,0.053715234,42.88806919,19.80858633,375.1233357,65.04097875,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.481703564,0.415478251,0.558484887,0.143006636,16.72197312,15,104.8902374,27.08254285,0.932267842,0.051237706,20.53904499,12.44316801,133.0498843,32.20220925,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.647504797,0.558484887,0.75071407,0.192229184,15.97121961,14,72.82973243,19.46456474,0.926097275,0.051558432,11.36069177,7.943538436,90.00224958,22.89143986,0.35835763,0.07839435,,7.26,,
ASCC_127,64,0.870374424,0.75071407,1.009108086,0.258394016,14.4082344,3,11.61017599,6.703138231,0.954343133,0.053013834,5.527415623,4.712136545,17.6930357,8.484989214,0.35835763,0.07839435,,7.26,,
ASCC_127,64,1.169955253,1.009108086,1.356440714,0.347332628,13.1917115,7,20.15359178,7.617341696,0.919921565,0.059573668,4.28957775,3.712182072,26.19752354,9.184692824,0.35835763,0.07839435,,7.26,,
ASCC_127,64,1.572651097,1.356440714,1.823324416,0.466883701,11.12510686,9,19.27674917,6.425583055,0.88054256,0.0834103,2.422800188,2.310122742,24.31469961,7.930171425,0.35835763,0.07839435,,7.26,,
ASCC_127,64,2.113953903,1.823324416,2.450908388,0.627583972,9.765131542,3,4.7802368,2.759871003,0.904057625,0.083761274,0.703816629,1.069650255,5.991352146,3.271618851,0.35835763,0.07839435,,7.26,,
ASCC_127,64,2.841571861,2.450908388,3.294505287,0.843596899,8.907297877,2,2.37080056,1.676409153,0.901858716,0.08541047,0.220601397,0.519179192,2.849395151,1.94597181,0.35835763,0.07839435,,7.26,,
Theia_274,5555,0.385065097,0.345722238,0.428885137,0.083162899,19.97026071,20,240.4918565,53.77561391,0.302016042,0.159857252,110.0760284,36.94800522,906.364382,459.0324661,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,0.477691855,0.428885137,0.532052731,0.103167594,19.14418226,28,271.4030538,51.2903561,0.767782149,0.108176958,98.84832119,33.18583976,452.3379853,89.6912513,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,0.592599822,0.532052731,0.660037114,0.127984384,17.97129698,52,406.2995691,56.34361267,0.881296292,0.06886067,77.55203857,24.03485863,538.5769773,77.21838293,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,0.735148706,0.660037114,0.818807925,0.158770811,16.51494929,46,289.725799,42.71773855,0.90853656,0.062108544,49.67468153,18.34202232,368.5675163,54.97611515,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,0.911987483,0.818807925,1.015770786,0.196962861,15.26130509,31,157.3900781,28.26809251,0.929333825,0.060754001,30.41038908,13.150967,199.7683462,34.93933218,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,1.131364529,1.015770786,1.260112729,0.244341943,14.0581795,17,69.57462877,16.87432608,0.896688967,0.065338395,17.64352827,8.98606976,95.23412137,21.60670057,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,1.403512351,1.260112729,1.563230713,0.303117984,12.90285826,21,69.27995398,15.11812539,0.883782415,0.074448361,12.95871829,6.529858659,91.34900169,19.46447069,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,1.741124872,1.563230713,1.939263216,0.376032502,11.87785243,17,45.208858,10.96475863,0.867094385,0.08984037,7.47214302,4.717119095,59.61047859,14.53754087,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,2.159949513,1.939263216,2.4057497,0.466486484,11.08183997,9,19.29316347,6.431054491,0.889290829,0.089610506,3.774869174,2.734058008,25.46986799,8.034376604,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,2.679521713,2.4057497,2.984448719,0.578699019,10.35672812,9,15.55212591,5.184041969,0.89705738,0.08779627,2.038967664,2.015885672,19.37579165,6.351300516,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,3.324076126,2.984448719,3.702352807,0.717904088,9.597864491,4,5.57177493,2.785887465,0.891730161,0.090164176,0.730489772,0.976103599,6.978764387,3.333488946,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Theia_274,5555,4.123677012,3.702352807,4.592947508,0.890594701,8.421252152,3,3.368535648,1.944824963,0.869299422,0.096806796,0.265557223,0.564277724,4.14055767,2.347303685,0.616855087,0.047918306,7.825147152,8.09691143,8.327158928,
Trumpler_29,6066,0.630379375,0.581342577,0.683552474,0.102209897,19.27612371,12,117.4054601,33.89203701,0.087297045,0.166242991,77.05380398,27.54963373,1421.949956,2590.540997,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,0.741210774,0.683552474,0.803732606,0.120180133,18.20132925,23,191.379386,39.90536053,0.467107296,0.099137247,67.71140916,25.43804953,477.4232413,124.5264487,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,0.871528215,0.803732606,0.945042447,0.141309841,17.27069724,37,261.8359753,43.04556917,0.617819404,0.066893973,57.60541226,20.2381658,481.4120676,85.84646259,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,1.024757675,0.945042447,1.111196958,0.166154511,16.37332824,46,276.8507448,40.81941538,0.740657016,0.05267279,48.5141603,18.3178823,422.3049146,63.87144414,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,1.204927476,1.111196958,1.306564253,0.195367295,15.48902124,33,168.9126114,29.40391146,0.834195991,0.052089834,34.61124217,13.06992036,237.096765,39.66264454,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,1.416774188,1.306564253,1.536280436,0.229716183,14.64894706,38,165.4215191,26.83491392,0.860273151,0.051879375,25.98099048,11.05466091,218.2705195,35.06721501,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,1.66586715,1.536280436,1.806384625,0.270104189,13.88507392,30,111.0682514,20.27819558,0.852220666,0.04690994,15.46532355,7.858614004,145.7933664,26.06533169,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,1.958754884,1.806384625,2.123977718,0.317593092,13.24624654,20,62.97366182,14.08133886,0.888489366,0.057451784,8.921268758,5.343148797,79.798495,17.34165434,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,2.303137255,2.123977718,2.497409069,0.373431351,12.67893875,7,18.74507851,7.084973722,0.869806443,0.070871761,3.655502839,3.066318889,25.20636471,8.878864621,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,2.708067895,2.497409069,2.936495993,0.439086924,12.15267789,7,15.94217366,6.025575266,0.909978662,0.055802195,2.536528765,2.354792099,20.05581172,7.109549334,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,3.184192219,2.936495993,3.452781855,0.516285862,11.54985064,3,5.810734364,3.354829049,0.897464479,0.064822153,1.106806545,1.486272952,7.581418636,4.049844035,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,3.744027283,3.452781855,4.059839539,0.607057684,10.86295071,7,11.5310294,4.35831945,0.852791622,0.084851625,0.950024342,1.193048952,14.47153312,5.417761021,1.018363935,0.136894785,7.72,7.762,7.795,
Trumpler_29,6066,4.402290859,4.059839539,4.773628273,0.713788734,8.817342594,1,1.40097476,1.40097476,0.898053084,0.089015236,0.085244496,0.350062251,1.645257802,1.606267472,1.018363935,0.136894785,7.72,7.762,7.795,
IC_2391,4289,0.106938056,0.09,0.127063866,0.037063866,18.91680707,17,458.6677531,111.2432702,0.840039103,0.081363373,278.6006968,93.31758251,824.6083187,170.4161469,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.150977365,0.127063866,0.1793914,0.052327534,17.9578933,44,840.8575122,126.7640396,0.876679478,0.077775567,278.987848,76.92411555,1238.126887,184.5689833,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.213152974,0.1793914,0.253268497,0.073877097,17.15925321,45,609.1197643,90.80221329,0.889341993,0.075558923,187.3398648,51.68456128,872.2504719,128.3818903,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.300933787,0.253268497,0.357569714,0.104301217,16.35069582,54,517.7312541,70.4542998,0.902552187,0.075291729,103.0593562,30.83671636,676.6896257,96.61438625,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.424864558,0.357569714,0.504824335,0.147254621,15.55288346,43,292.0112103,44.5312921,0.890978895,0.075604203,49.89970672,19.95479883,377.6417126,60.577583,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.599832591,0.504824335,0.712721461,0.207897126,14.57214254,29,139.4920678,25.90302671,0.927221604,0.074099174,27.69937613,11.72178082,178.1402926,32.59403781,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,0.846856086,0.712721461,1.006234933,0.293513472,12.32382625,38,129.4659482,21.00215011,0.906315953,0.080175988,17.39812157,7.953320779,160.2467031,27.56699424,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,1.195608978,1.006234933,1.420623337,0.414388405,10.24769436,22,53.09028862,11.31888757,0.868829487,0.103891505,7.7161719,4.766555271,68.8217046,15.67900433,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,1.68798554,1.420623337,2.005665477,0.58504214,8.460733676,10,17.09278583,5.405213479,0.860228864,0.107863926,2.9416738,2.324908198,22.81171833,7.148051622,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,2.383132978,2.005665477,2.831640098,0.825974621,7.268199635,4,4.842763807,2.421381904,0.858625926,0.109676039,1.241053107,1.253209233,6.881185397,3.168964879,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,3.36455654,2.831640098,3.997768191,1.166128092,6.304275985,2,1.715077454,1.212742898,0.857330273,0.111140767,0.58871781,0.719637161,2.589204097,1.608137084,0.435301204,0.055637209,7.54,7.561,7.583,
IC_2391,4289,4.750150671,3.997768191,5.644132005,1.646363815,5.33355881,5,3.036995806,1.358185814,0.856025488,0.112615819,0.253241657,0.401736759,3.801028315,1.701937674,0.435301204,0.055637209,7.54,7.561,7.583,
NGC_7082,4845,0.591395181,0.5511586,0.63456918,0.08341058,19.63474859,10,119.8888675,37.91218874,0.175873855,0.150003538,122.3401269,39.64659933,804.0154535,621.3455104,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,0.680895037,0.63456918,0.730602851,0.096033671,18.7445131,33,343.6294764,59.81821378,0.544063847,0.16007569,110.5947295,32.30676557,742.1924338,218.3229402,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,0.783939515,0.730602851,0.84116995,0.110567099,17.81441756,40,361.7712702,57.20106029,0.775268804,0.107870311,102.9837733,30.60262102,569.6235611,102.9367305,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,0.902578415,0.84116995,0.968469921,0.127299971,16.99984524,66,518.4604491,63.8180697,0.846290629,0.078756246,84.57031996,25.78476219,697.197273,97.98823364,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,1.039171746,0.968469921,1.115035062,0.146565141,16.21786843,55,375.2597618,50.60001595,0.88669192,0.067109187,66.14920302,20.48563231,489.3624445,68.57238461,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,1.196436676,1.115035062,1.283780903,0.168745841,15.44928653,43,254.8210949,38.85985266,0.909198374,0.064029613,48.025416,17.99747783,328.2954893,50.4010424,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,1.377501577,1.283780903,1.4780642,0.194283297,14.71748524,32,164.7079315,29.11652381,0.918234417,0.07030514,30.76793143,12.70069834,210.1425317,36.81582168,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,1.585968261,1.4780642,1.701749711,0.22368551,14.04006371,25,111.7640565,22.3528113,0.944257224,0.069217053,21.40551744,9.906598983,139.7673935,27.08874778,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,1.825983627,1.701749711,1.959287071,0.25753736,13.43046569,21,81.54156736,17.7938288,0.938885472,0.073397558,13.69852141,7.557522106,100.5478441,21.50335164,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,2.102322151,1.959287071,2.255799312,0.296512241,12.9304311,12,40.47050458,11.68282836,0.945721353,0.062320195,7.823294566,5.284689521,50.61655966,13.72899641,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,2.420480863,2.255799312,2.597184767,0.341385455,12.4514551,11,32.22164222,9.715190671,0.922171327,0.06803052,5.586246185,4.051781798,40.52730464,11.5780057,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,2.786788698,2.597184767,2.990234405,0.393049639,11.96851153,4,10.17683165,5.088415823,0.899804731,0.100871058,2.544207911,2.686810805,13.85425252,6.387940385,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,3.208532389,2.990234405,3.44276692,0.452532514,11.45462793,11,24.30764565,7.329030924,0.914454261,0.067739273,2.554808313,2.300119625,29.13639549,8.567518467,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,3.694101422,3.44276692,3.963784257,0.521017338,10.74236752,5,9.596609625,4.291734295,0.878400654,0.093477207,0.827662986,1.27107635,11.75275688,5.180623376,0.945673899,0.058414151,,7.79,,
NGC_7082,4845,4.25315492,3.963784257,4.563650694,0.599866436,9.464791477,3,5.001113281,2.887394099,0.900879188,0.08577973,0.260280989,0.685172349,5.811650526,3.319854751,0.945673899,0.058414151,,7.79,,
BH_56,136,0.246847941,0.221431852,0.275181305,0.053749454,20.25459356,6,111.6290418,45.5723655,0.173751787,0.168078747,155.9523379,56.72183073,798.4150368,676.9456619,0.59883678,0.04689309,,7.25,,
BH_56,136,0.306766791,0.275181305,0.341977679,0.066796374,19.75557468,13,194.6213428,53.97824851,0.550970391,0.144033783,155.5209463,50.64358962,508.7547064,143.839449,0.59883678,0.04689309,,7.25,,
BH_56,136,0.381230096,0.341977679,0.42498793,0.08301025,19.22732381,31,373.447857,67.07321516,0.782264048,0.112627925,138.2536564,43.7620587,615.6472652,118.2843758,0.59883678,0.04689309,,7.25,,
BH_56,136,0.473768315,0.42498793,0.528147745,0.103159815,18.67634564,51,494.3785501,69.22684377,0.862183538,0.08036303,106.8302438,33.65745774,680.2331541,102.1577034,0.59883678,0.04689309,,7.25,,
BH_56,136,0.58876888,0.528147745,0.656348148,0.128200403,18.14160874,49,382.2140866,54.60201237,0.894855818,0.060806124,72.01500707,24.71249821,499.1386607,71.94594593,0.59883678,0.04689309,,7.25,,
BH_56,136,0.731684208,0.656348148,0.815667388,0.15931924,17.15493875,49,307.5585853,43.93694076,0.933577412,0.046239434,46.42916219,16.79186003,375.870065,52.56553012,0.59883678,0.04689309,,7.25,,
BH_56,136,0.909290211,0.815667388,1.013659122,0.197991734,16.42543943,22,111.1157498,23.68995745,0.913848806,0.046427591,25.86263641,11.66645237,147.4535921,29.09093164,0.59883678,0.04689309,,7.25,,
BH_56,136,1.130007563,1.013659122,1.259710553,0.24605143,15.63172302,16,65.0270554,16.25676385,0.956199589,0.045281492,18.5876969,8.961739657,86.59343139,19.4867359,0.59883678,0.04689309,,7.25,,
BH_56,136,1.404300934,1.259710553,1.565487492,0.305776939,14.59042704,19,62.13679838,14.2551592,0.914434259,0.053528045,12.52354667,6.636456514,80.47462981,17.40352165,0.59883678,0.04689309,,7.25,,
BH_56,136,1.745175145,1.565487492,1.945487462,0.379999971,12.96068145,15,39.47368726,10.19206223,0.87059802,0.11988325,6.880805485,4.234949019,52.22169344,13.92729879,0.59883678,0.04689309,,7.25,,
BH_56,136,2.168791755,1.945487462,2.417727057,0.472239595,11.96996468,7,14.82298409,5.602561371,0.936166088,0.061715427,3.288460337,2.693382707,19.1221722,6.645228726,0.59883678,0.04689309,,7.25,,
BH_56,136,2.695235312,2.417727057,3.004596141,0.586869084,11.42537387,4,6.815830152,3.407915076,0.89713982,0.080546138,1.588689822,1.832993133,9.185978453,4.272565097,0.59883678,0.04689309,,7.25,,
BH_56,136,3.349465604,3.004596141,3.733919404,0.729323263,10.83960274,7,9.597938741,3.627679858,0.873323042,0.078789567,1.234020695,1.343843099,12.22415639,4.477022594,0.59883678,0.04689309,,7.25,,
BH_56,136,4.162501057,3.733919404,4.640275585,0.906356181,10.29053337,1,1.103319006,1.103319006,0.798611063,0.103171661,0.318015478,0.64376544,1.699562837,1.534588658,0.59883678,0.04689309,,7.25,,
BH_56,136,5.172889378,4.640275585,5.766636923,1.126361338,9.741623872,0,0,0,0.85171636,0.09004815,0.1488395,0.389509554,0.1488395,67694566.19,0.59883678,0.04689309,,7.25,,
BH_56,136,6.42853519,5.766636923,7.166406562,1.399769639,9.150818181,3,2.143209794,1.237382751,0.86736412,0.08673057,0.153386583,0.327212088,2.624332457,1.484353877,0.59883678,0.04689309,,7.25,,
BH_56,136,7.988971282,7.166406562,8.905950505,1.739543943,8.579257185,1,0.574863316,0.574863316,0.86146582,0.089709228,0,56.72183073,0.667308329,56.72579846,0.59883678,0.04689309,,7.25,,
UBC_159,6155,0.167304765,0.147278238,0.190054448,0.04277621,19.35682569,3,70.13244026,40.49098326,0.590776156,0.113246926,135.5435463,57.32086143,254.2559207,92.20123493,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.215897577,0.190054448,0.24525479,0.055200341,18.79719423,11,199.2741303,60.08341096,0.769738453,0.096029605,132.1745167,49.75013732,391.0600246,98.03617116,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.278603923,0.24525479,0.316487787,0.071232998,18.25587963,21,294.8071915,64.33220335,0.843626536,0.086418493,111.3716057,39.01818864,460.8238562,92.83813756,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.359523005,0.316487787,0.408410045,0.091922257,17.62976705,30,326.3627432,59.58541212,0.85153148,0.081920124,84.57701155,30.53914986,467.8426345,84.7853676,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.463944621,0.408410045,0.527030651,0.118620606,16.94832689,38,320.3490631,51.96748028,0.862800249,0.079453799,53.12703245,22.16486101,424.4169844,72.71954524,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.59869496,0.527030651,0.680104004,0.153073354,16.25677765,25,163.3203913,32.66407826,0.88862736,0.078786017,31.67775119,14.79388568,215.467266,42.84302054,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.772582846,0.680104004,0.877636729,0.197532725,15.06098174,29,146.8111168,27.26213999,0.880497435,0.081002693,19.68400572,10.50162374,186.4205695,36.11416074,0.652792122,0.060624633,,7.16,,
UBC_159,6155,0.996975577,0.877636729,1.132541823,0.254905094,14.42530869,13,50.99937318,14.14468115,0.877456857,0.081890897,9.376807829,6.390599762,67.49860923,18.16922449,0.652792122,0.060624633,,7.16,,
UBC_159,6155,1.286542028,1.132541823,1.461482796,0.328940973,13.61773464,13,39.52076838,10.96108899,0.89435413,0.080844961,5.948978408,4.181884825,50.13815032,13.55176518,0.652792122,0.060624633,,7.16,,
UBC_159,6155,1.660211572,1.461482796,1.88596299,0.424480194,12.55383934,6,14.13493512,5.770563098,0.889291383,0.091727217,2.226483244,2.342998607,18.12108808,7.09111555,0.652792122,0.060624633,,7.16,,
UBC_159,6155,2.142411521,1.88596299,2.433731282,0.547768293,10.8166132,4,7.302357684,3.651178842,0.881645168,0.095132903,1.084614891,1.439247769,9.367264139,4.474456005,0.652792122,0.060624633,,7.16,,
UBC_159,6155,2.764663976,2.433731282,3.14059607,0.706864788,9.838166357,0,0,0,0.864178834,0.104316159,0.321774382,0.696490755,0.321774382,9803617.116,0.652792122,0.060624633,,7.16,,
UBC_159,6155,3.567646471,3.14059607,4.052766116,0.912170046,9.184335279,1,1.096286821,1.096286821,0.854538062,0.106588501,0.266548168,0.56995955,1.549448099,1.412902057,0.652792122,0.060624633,,7.16,,
UBC_159,6155,4.603851118,4.052766116,5.229871281,1.177105165,8.534550279,1,0.849541766,0.849541766,0.84495695,0.108846781,0.146587599,0.377714539,1.152013693,1.081815555,0.652792122,0.060624633,,7.16,,
UBC_159,6155,5.9410161,5.229871281,6.748860613,1.518989332,7.91682363,1,0.658332471,0.658332471,0.83584854,0.110993645,0.051633919,0.181730125,0.839255647,0.815053859,0.652792122,0.060624633,,7.16,,
IC_4756,4301,0.273078017,0.25,0.298286414,0.048286414,20.35117171,23,476.324458,99.32051526,0.034286722,0.156447233,280.7631763,77.57727722,14173.15165,63455.92185,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.32582185,0.298286414,0.355899139,0.057612725,19.82049888,22,381.8600827,81.41284318,0.262125148,0.168558467,294.9572085,73.84623876,1751.742588,989.6838559,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.388752925,0.355899139,0.424639512,0.068740373,19.19922128,32,465.5197332,82.29304003,0.552430582,0.146987953,278.355025,63.74965689,1121.030555,276.6351671,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.463838864,0.424639512,0.506656789,0.082017277,18.49102419,64,780.3233927,97.54042408,0.769343253,0.095694609,238.5321612,57.15886341,1252.804255,187.7702732,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.553427326,0.506656789,0.604515347,0.097858558,17.57141891,77,786.8499348,89.66987216,0.862247576,0.064031335,191.2773005,50.39782562,1103.834154,133.9679802,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.66031941,0.604515347,0.721274861,0.116759513,16.44358408,79,676.6043955,76.12394191,0.915123597,0.053212788,140.0802746,39.97594365,879.438759,101.8138098,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.787857235,0.721274861,0.860585967,0.139311106,15.21919568,71,509.6506797,60.48440788,0.934666356,0.050027702,103.529569,25.70271541,648.805085,75.4991093,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,0.940028438,0.860585967,1.026804408,0.166218441,14.15965331,74,445.1972923,51.75313401,0.936231437,0.056941772,80.55220372,21.55922449,556.0727585,66.00690714,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,1.121590848,1.026804408,1.225127219,0.198322811,13.14579179,70,352.9599019,42.18677728,0.93077783,0.055151855,57.56325918,17.19227627,436.7728734,53.42974449,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,1.338221248,1.225127219,1.46175522,0.236628001,12.16881078,40,169.0417021,26.7278399,0.891936561,0.067995697,34.54577066,13.04375951,224.067884,35.73303497,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,1.596692869,1.46175522,1.744086891,0.282331671,11.24328919,42,148.7612064,22.95435248,0.891801434,0.083134634,23.24839562,9.521018055,190.0581816,31.54314216,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,1.905087161,1.744086891,2.080949698,0.336862807,10.3186967,36,106.868432,17.81140534,0.91170714,0.07592492,14.62368179,7.182222183,131.8416209,22.99004087,0.536360973,0.093927196,8.973,8.987,8.992,
IC_4756,4301,2.273046471,2.080949698,2.482876093,0.401926395,9.247455537,39,97.03269176,15.53766579,0.909212509,0.080892434,7.747921008,4.598805016,114.4696068,20.08340229,0.536360973,0.093927196,8.973,8.987,8.992,
ASCC_113,59,0.308630462,0.276088828,0.345007667,0.068918839,20.04148701,28,406.2749804,76.77875443,0.272307602,0.156189469,196.8692476,53.95893123,1688.840007,902.6278101,0.622624669,0.063120991,8.522,8.629,8.677,
ASCC_113,59,0.385672527,0.345007667,0.431130413,0.086122746,19.31799085,46,534.1213831,78.75190155,0.723142632,0.099269061,177.0960725,47.68923047,915.7074601,156.2511434,0.622624669,0.063120991,8.522,8.629,8.677,
ASCC_113,59,0.481946262,0.431130413,0.5387516,0.107621188,18.40787118,54,501.7599342,68.28087845,0.875124777,0.04594586,132.3902878,34.60075579,705.7484505,90.5049291,0.622624669,0.063120991,8.522,8.629,8.677,
ASCC_113,59,0.602252387,0.5387516,0.673237791,0.134486191,17.19944473,71,527.9352435,62.65438636,0.916665809,0.030498064,96.06934289,27.4312114,671.9992381,76.10125325,0.622624669,0.063120991,8.522,8.629,8.677,
ASCC_113,59,0.75259,0.673237791,0.841295178,0.168057387,15.65246253,50,297.5174188,42.07531687,0.935993755,0.027452789,58.83704473,17.63900059,376.6996557,49.18113836,0.622624669,0.063120991,8.522,8.629,8.677,
ASCC_113,59,0.940455729,0.841295178,1.051303991,0.210008813,14.33946489,39,185.7064922,29.73683775,0.962943776,0.02815784,38.32220127,12.3195678,231.1750935,33.72269993,0.622624669,0.063120991,8.522,8.629,8.677,
