cluster_id,cst,class_50,kind,a_v_50,distance_50,cluster_name,normal,age_50,age_16,age_84,num_stars,normal_err,m_break,m_break_err,low_slope,low_slope_err,high_slope,high_slope_err,chi_squared,reduced_chi_squared,n_bins_before_break,n_bins_after_break,logAge,e_logAge_upper,e_logAge_lower
68,21.77867105,0.998250306,o,0.572461158,604.1349877,Alessi_2,333.4830557275487,8.421298027,8.158202171,8.624684334,249,108.69335209926189,0.7382027423798616,0.125851404245367,0.2670951902641978,1.0419951130468077,-2.6354809934316474,0.3745504846823307,3.4184677342465504,0.4883525334637929,3,8,8.598,0.081,0.081
6,27.89348821,0.999091983,o,0.728987813,825.9352722,ASCC_11,751.8833579215407,8.369570255,8.173505783,8.586539268,315,160.84299652085883,0.7413318319256215,0.059577020699277,0.7554734093982086,1.726260267522826,-3.149326722901369,0.2791277547816364,2.259740359473038,0.2510822621636708,3,10,8.66,0.063,0.063
6048,28.46294853,0.993095815,o,0.083884805,428.1369665,Trumpler_10,619.8065801481941,7.565294981,7.280113697,7.791244507,1425,169.9090782233409,0.7467251716341826,0.0964276353675834,-1.125231369440859,0.2029568263780702,-2.874964808132267,0.2164391841234775,13.66469928439004,0.9760499488850028,8,10,7.753,0.026,0.026
82,25.14296542,0.993232906,o,0.159157619,476.7272146,Alessi_24,263.92368117078433,7.998623133,7.719535828,8.304517746,371,125.2316466508073,0.7470422617386088,0.1453537415492688,-1.5435065296636532,0.3554425465185682,-3.2659261548830765,0.443586610483657,3.924599699501267,0.3567817908637515,6,9,8.457,0.105,0.105
4545,31.86970407,0.999676973,o,0.583438545,956.5024486,NGC_2323,1671.1027692183657,8.157739162,7.945343494,8.374236107,788,289.7729498998372,0.7547079446988741,0.0507556079182147,1.4247832530302624,1.3751983337457034,-2.7501557613561785,0.1471803955578185,11.25403383030856,0.8038595593077543,4,14,8.628,0.134,0.134
4539,32.8200037,0.998904318,o,0.122829393,839.6051479,NGC_2301,1633.657271580926,8.144417286,7.905688763,8.403618813,828,356.6921686967221,0.7555770776955103,0.0624657953406116,-0.3890794636870098,0.8385351607439203,-3.1684410950295057,0.1878009363723795,7.813343917662114,0.4883339948538821,6,14,8.267,0.059,0.059
14,21.3346729,0.997176945,o,0.179667935,603.6728276,ASCC_23,284.04709692352657,8.464166164,8.180055618,8.663796425,194,108.77042551314928,0.7603248007970799,0.1160905554644401,-0.5026206626181638,0.9075767357684112,-3.0868691762773226,0.3926842018853083,3.2962538452001877,0.4708934064571696,4,7,8.605,0.102,0.102
4589,31.15490247,0.994345725,o,0.230770677,909.0427236,NGC_2546,678.1169671785556,8.218453884,8.012906075,8.457766533,499,169.7881188291314,0.7818564319279993,0.101306488217915,-0.2317722029035263,1.0076843221327196,-2.3772026526372203,0.2158755330277503,1.9986083357236464,0.2220675928581829,4,9,8.158,0.069,0.069
4550,24.58112725,0.998651475,o,0.173518866,1139.12294,NGC_2353,601.2567125843722,8.163058758,7.905263901,8.364746094,288,288.70349354352857,0.7904692734723885,0.1229414420007128,0.4320276244984031,3.04863574454323,-3.261760994370541,0.299498432708527,11.339120200985096,1.2599022445538997,3,10,8.127,0.185,0.185
5400,26.3482137,0.992964447,o,0.137634575,489.863677,Teutsch_35,246.79205658175815,8.100495338,7.826769352,8.348377228,337,112.8391072590494,0.8132225785868322,0.1467595874640935,-0.9379091418834804,0.573835694484221,-3.0513552042915757,0.4117876759624113,5.151368973565154,0.6439211216956443,5,7,8.364,0.16,0.16
4298,99.0,0.997869164,o,0.192289218,910.7835533,IC_4651,1694.6182711344466,9.221448421,9.046180725,9.401493073,1015,325.309029503993,0.8468733274482567,0.0789735262336759,0.2704407816372122,0.887391558956494,-2.2938535884904563,0.2485210801594803,13.125387201762363,1.3125387201762364,6,8,9.315,0.03,0.03
94,25.1019339,0.995494604,o,0.865329891,606.3432345,Alessi_62,320.438718557073,8.628827572,8.423036575,8.881902695,285,110.5765414005976,0.8500843901562731,0.1226550217110012,-0.5837585650458289,0.8399871075586428,-3.0940304730423644,0.436833877415744,7.389573718846944,1.231595619807824,4,6,8.997,0.034,0.034
4548,22.42358248,0.999174654,o,0.49442178,1052.100284,NGC_2343,498.7527410467408,8.211892605,7.967538357,8.418755531,277,258.24164319544855,0.8502231355362768,0.1454467462229334,-0.5521170152416114,1.956356004793992,-3.272676374767744,0.3129006557732486,5.2663199362303965,0.4787563578391269,4,11,8.174,0.088,0.088
4616,99.0,0.999711782,o,0.137305275,986.5485312,NGC_3114,2217.0353521942093,8.219673157,8.006002426,8.458183289,1624,476.59286349914856,0.8559934441613044,0.0870825214355764,-0.7542695978288718,0.6157080205703376,-2.526607735863624,0.1392543838643278,3.960078616757709,0.2329458009857476,7,14,8.358,0.055,0.055
4560,21.63769743,0.999333948,o,0.25738667,1382.855623,NGC_2396,399.93085892752737,8.237318516,8.035375595,8.476847649,223,179.5665420669755,0.8742400164230614,0.1391722715635739,0.0938458610408311,2.146842782641094,-3.0388054364133694,0.3122517262345134,4.289975122410121,0.5362468903012652,3,9,8.23,0.225,0.225
6092,23.00726569,0.99913609,o,0.974035352,1053.684054,UBC_54,550.8370126909326,8.446932316,8.247258186,8.653038979,336,217.41392416318544,0.8881493210433193,0.1412677346511598,-0.923932837402884,1.4910043124313912,-2.970268305743164,0.3254378617188516,3.17226820366057,0.3524742448511744,4,9,8.446932316,0.2061066629999999,0.19967413
4294,99.0,0.999653161,o,0.953859776,1294.280614,IC_2714,2269.526155065967,8.636294842,8.465209961,8.819648743,1285,769.3533975134195,0.9146446634550996,0.1083747407128327,-0.6844238865208201,1.353218223337744,-3.053153159785885,0.1846030895362784,5.585833404967392,0.3989881003548137,5,13,8.678,0.074,0.074
4500,99.0,0.999889195,o,0.729296684,1085.456443,NGC_1912,1626.5548979693356,8.431043148,8.23404789,8.631847382,1072,544.3636199825494,0.9413241756442244,0.1229685950333057,-0.6295470345993109,1.267086241906326,-2.732462776935742,0.1717732239161465,3.898074130210568,0.2998518561700437,5,12,8.412,0.112,0.112
4845,30.04045955,0.999918818,o,0.744578958,1321.371656,NGC_7082,664.0657486930929,8.165805817,7.972126007,8.40593338,371,193.44555328990947,0.9478726087975812,0.1040394158330075,0.1299193620923726,1.717629363492464,-3.099228796718928,0.2892468296706281,2.9310592548587406,0.2664599322598855,4,11,8.134,0.105,0.105
4502,26.34825353,0.999949098,o,0.794145256,1124.82093,NGC_1960,562.3164578441393,7.426263809,7.211873055,7.622754574,373,146.96855034128473,0.9489458762137072,0.11794307368274,-0.2084074452349783,1.7340516867945823,-2.747837054848188,0.242992225309786,8.535972574850915,0.6566132749885318,4,13,7.48,0.059,0.059
4505,99.0,0.999797076,o,0.618323565,1401.573512,NGC_2099,3578.454598082284,8.68640852,8.506214142,8.864630699,2424,1168.7824349278465,0.9491940271829052,0.1389924400371316,-1.4252607316461978,0.8760178949056041,-2.570070842129891,0.1692042536891488,3.311795675995508,0.2069872297497192,7,13,8.784,0.043,0.043
4585,99.0,0.989360303,o,0.204631478,407.0884841,NGC_2516,1238.0923868078162,8.097966671,7.863163948,8.401805878,3784,299.3658150987041,1.061268992566959,0.1083346389306985,-1.803418974320542,0.097549736888706,-3.223488721248762,0.2073965169285579,19.61557508436635,0.7005562530130839,17,15,8.442,0.085,0.085
6066,24.19048067,0.998936772,o,0.705182612,1384.743454,Trumpler_29,414.2156689238468,8.123838902,7.900036812,8.332548141,264,149.15722874379813,1.1020125672697365,0.136040463797186,-0.4792277775421288,1.396277326825111,-3.450516068130845,0.3480427596660142,6.322760102167411,0.7025289002408235,4,9,7.728,0.056,0.056
4571,99.0,0.999769896,o,0.27169086,1554.53783,NGC_2437,2302.5729300540734,8.635124683,8.424243927,8.838306427,2577,489.0263110428269,1.190789567178845,0.1054134996020839,-1.466089256245956,0.3215377246431917,-3.119712073924662,0.235154670684155,5.673536101244482,0.3337374177202636,10,11,8.709,0.049,0.049
4682,99.0,0.999839157,o,0.989845872,1957.161495,NGC_6067,1489.9740149707775,7.949167967,7.766239643,8.142011642,1149,377.781486126092,1.275595150585887,0.1427969109072449,0.1443031632958951,1.263062267341957,-2.474170276295171,0.1675429573842724,1.9846254927065328,0.152663499438964,5,12,8.105,0.163,0.163
